userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country
dspadilla,suspended for no reason?,1,2025-08-17T13:36:52Z,393.1.0,False,0,i’ve gotten suspended on ALL of my accounts. tried making new accounts and all of them get suspended. i have done nothing at all to get suspended. i did appeals and yet none of them have been approved.,,us
real life problems!!,the repost button,2,2025-08-17T13:14:41Z,393.1.0,False,0,the repost button won’t show up for me even tho it’s almost been a week since i’ve updated the app and there are no other updates available,,us
Iamliljojo,I am lil Jojo,1,2025-08-17T13:03:34Z,393.1.0,False,0,I can’t get into my account fa sum reason I keep getting blocked,,us
Isisisiisssss,banned 24/7,1,2025-08-17T12:41:30Z,393.1.0,False,0,"all of my accounts keep getting banned, i fit the age requirement and the app doesn’t even tell me why i get banned and i don’t get any info on why im being banned they just shut it down.",,us
Plt.j,Make a new feature for mutuals story or for “following” for creator/business accounts.,1,2025-08-17T12:39:53Z,393.1.0,False,0,Please make a feature where we can post and only mutuals or followings will see instead of a public story or close friends. When you have a page for business or something like influencer you end up having to make a spam account just so you can post what you’d like. This feature would make it so much easier so clients etc won’t see the same thing our mutuals of like 800 followers will.,,us
syncerewill,.,3,2025-08-17T12:00:50Z,393.1.0,False,0,"instagram keeps adding restrictions to my account literally every single day, not even exaggerating. i have to request a review every single day; every time i open the app for the first time that day it tells me i’ve been restricted.. for no reason. it’s annoying.",,us
caspydaspy,Keep getting banned,1,2025-08-17T11:57:23Z,393.1.0,False,0,"I keep getting suspended for absolutely no reason and im tired of it, i made a whole bunch of accounts and i still get ban, this app is such a waste of time and i cant stop getting suspended for no reason. worst app to ever exist honestly. i just, JUST made an account a minute ago, 5 minutes in, already suspended.",,us
Sharif .,HELP,4,2025-08-17T11:52:18Z,393.1.0,False,0,Recently my account got suspended for no reason and i log into other accounts they banned that to,,us
f.felonyjunkiee,Terrible,1,2025-08-17T11:49:04Z,393.1.0,False,0,"Instagram is honestly one of the worst apps right now. They keep taking down my accounts for no real reason, even going as far as IP banning me, but somehow they don’t touch the porn pages, the obvious bot accounts, or the people literally showing their body all over the app. It’s crazy how they pick and choose who they want to target instead of actually fixing the real problem. Their guidelines are all over the place and the app is becoming unfair and inconsistent. Do better.",,us
bom1973489,Publicaciones,2,2025-08-17T11:20:33Z,393.1.0,False,0,"Te corta las fotos en las publicaciones, no permite agregar más fotos o videos una vez que has seleccionado el carrusel (antes de montarlo) debes empezar de nuevo",,us
no name 6942000,Unfollowers,4,2025-08-17T11:16:28Z,393.1.0,False,0,I had Instagram from the start of it been deactivating it here and there… I used 3rd party apps to see who unfollowed me and now the apps don’t or they “hack” your account. It’s a suggestion and would you guys do it in the future?!,,us
TheeChellyFbaby,Just because..,5,2025-08-17T10:50:10Z,393.1.0,False,0,Love the recent updates 🤍,,us
Fred34333,Keep banning me,1,2025-08-17T10:15:16Z,393.1.0,False,0,Im tired of yall keep banning me i didnt even do anything I would js be watching TikTok then I go bck to instagram and yall ban me are we serious fix yall dam app or I would never use it again thank yu,,us
Gogettax3,My experience with instagram recenlty,3,2025-08-17T10:13:21Z,393.1.0,False,0,"Instagram should take more care in how it handles account bans, because banning people without a clear reason or explanation is unfair and discouraging to its users. Many people put time, effort, and creativity into building their profiles, only to have their accounts suddenly disabled without warning or proper justification. Mistaken bans hurt real people and damage trust in the platform. Instead of unfairly removing accounts, Instagram should improve its review process, provide clear communication, and give users a fair chance to appeal.",,us
olivecw,Ban,1,2025-08-17T10:08:00Z,393.1.0,False,0,"My friends and I were recently banned from Instagram without any explanation, despite the fact that we have always followed the Community Guidelines and Terms of Use. None of us posted harmful content, engaged in harassment, or violated the rules in any way. We primarily use Instagram to stay connected with our friends and share everyday moments, so it was very surprising and frustrating to suddenly lose access to our accounts without warning. We believe this may have been a mistake or an automated error, and we respectfully request a thorough review of our accounts so that we can be reinstated as soon as possible. We never posted anything offensive, hateful, or inappropriate, and we always used Instagram responsibly just to connect with friends and share positive content. Out of nowhere, our accounts were disabled without warning, and we weren’t even told what the reason was. This feels extremely unfair and frustrating, because Instagram is one of the main ways we stay in touch with people. We truly believe this was a mistake, and we want our accounts to be restored so we can get back to using Instagram in the way it’s meant to be used",,us
Sports and Culture Ministry,Friends,2,2025-08-17T10:05:55Z,393.1.0,False,0,Instagram is just so nice to connect with family and friends,,us
Unknown¿¿,My review,1,2025-08-17T10:02:32Z,393.1.0,False,0,They keep deleting my account ever tho I’m of age and haven’t done anything wrong I made another account just a few minutes after they suspended my other one and it already got taken away not even a few minutes I had on that new account.,,us
BOYAHBOYAH,hey guys..,3,2025-08-17T09:45:19Z,393.1.0,False,0,"so this app is amazing and while i do enjoy it - i hate how there’s a limit to how many reels/stickers you can send. While i do maybe send more than 10 reels a day- it’s still so sad seeing a funny reel and not being able to send it to my friend. if you guys could fix that, it would be appreciated!!!",,us
otg toolie,Instagram,5,2025-08-17T09:43:00Z,393.1.0,False,0,I love instagram great tool to meet people evene better u can grow your business i just hope that instagram show me love to my page,,us
👸🏾 .,Suspended accounts.,1,2025-08-17T09:42:09Z,393.1.0,False,0,"Instagram has been suspending accounts since june for no reason, They suspended multiple of my accounts for no REAL reason. I’ve appealed and nothing. Haven’t gotten a response not once . Its been 2 months .. They mass banned everybody for no reason and hasent spoken up about it not ONCE.",,us
emii.01,Account was suspended for no reason.,5,2025-08-17T09:36:21Z,393.1.0,False,0,"My account was suspended and disabled for absolutely no reason, someone made a false report on my account and now I can't get in at all. I literally had all of my family members and friends added on there, and all I did was post cute lil selfies of myself that had no issues whatsoever--And I rarely even post anything!! And after my account got suspended, I got real upset because I had so many stories posted already along with a bunch of memories; and now I have no way of getting them back due to my account being suspended. I didn't even do anything wrong, please fix this because I haven't been able to talk with my family members and they're all in a whole other region.
🗿",,us
sddgp,Unable to view the videos liked by friends,4,2025-08-17T09:31:29Z,393.1.0,False,0,Unable to view the videos liked by friends after recent update,,us
Alemay12,Suspended account.,1,2025-08-17T09:22:34Z,393.1.0,False,0,My Instagram account a_lemay12 was wrongfully suspended and disabled because meta is allowing AI to manage their Instagram accounts and because of that tens of thousands of people are getting their accounts wrongfully suspended including me. Not only has my personal account been disabled but my business account @alex_lemayfilms has also been disabled. Meta needs to own up to their mistakes and change their system because you cannot even contact customer service unless you pay $12/month for meta verified and even then they don’t help much. Do better Mark.,,us
WangXian97,Absolutely No Support,1,2025-08-17T09:19:02Z,393.1.0,False,0,"I’ve been on Instagram for a while now, and I’ve never encountered this issue before. But I currently cannot follow anybody without having to request. It randomly started a couple months ago, and no matter what I try (waiting weeks for it to resolve, not following/unfollowing for awhile, updating app, etc) nothing works. My account hasn’t been flagged either. No spammy activity. I’m all green (in terms of account status) and I haven’t hit the follow limit (not even close), yet I cannot follow anyone. I’ve messaged Instagram about this issue multiple times, I repeatedly hit the “let us know” button when trying to follow others, but nothing seems to get through. The app is great if you don’t have any issues, it’s garbage if you do. Because no one is there to help you resolve any of these issues. Even the help section is out of date, so there’s nothing there that can help me resolve this issue— which is pretty massive, considering I rely on it to connect with others in my industry. So, use at your own risk and know that the help desk is vacant if you actually need some help.",,us
xxxtentacion 2️⃣,❤️‍🔥,5,2025-08-17T09:18:30Z,393.1.0,False,0,Bring your work to a superficial limit,,us
Hollywood_red carpet,🧐,3,2025-08-17T09:02:49Z,393.1.0,False,0,"Instagram we’ll be good if they did not take your collab and tag for that long. especially when it’s not going against the rules.. I think they should do their punishment a little better not all the months like for a day or two..when they take the collabs that long it only push ppl towards facebook more..please loosen up on the collab punishment don’t not need to be a whole couple of months. other than that, it’s a great app need more upgrading.",,us
loverz12&,ban my account for no reason,1,2025-08-17T08:56:07Z,393.1.0,False,0,"its ai, yall needa fix this im getting tired of yall banning my account i rate this a 
1 star",,us
Ight gang,“Meta”,1,2025-08-17T08:49:32Z,393.1.0,False,0,Horrible idea steals everyone’s account for no actual reason ….!!!!!!!!!!!!!!,,us
101bug_,Ban,1,2025-08-17T08:43:17Z,393.1.0,False,0,Wrongfully banning my account and continues to ban my account everytime I make a new one,,us
Kick uckd,Community standards are trash.,1,2025-08-17T08:29:50Z,393.1.0,False,0,This app happily lets people post very sexual and disturbing content. Reporting it does nothing. Its so bad the Government really needs to step in. Ill be talking to my Representatives about it.,,us
Riyo0,My opinion,5,2025-08-17T08:27:25Z,393.1.0,False,0,"Its a great app, but i wish they would let you download more videos than what they do. And! I keep getting kicked out of the app randomly even when im not doing anything. Is it because im downloading things to fast, i dont know. I always have it updated to the last thing so i dont know what im doing wrong.",,us
Brigny M,Disabled account for no reason,1,2025-08-17T08:16:41Z,393.1.0,False,0,"As a creator, I lost all of my content because I “violated” community guidelines, although I always aim for my content to be positive, I lost everything. I am so upset",,us
pimplepatch,account suspended,1,2025-08-17T08:14:20Z,393.1.0,False,0,"My account was disabled on August 12, 2025 for allegedly violating Instagram’s policies. I was informed that the reason was related to CSE, an allegation that is not only completely untrue, but also deeply disturbing and unacceptable.

To be completely honest, I was shocked and horrified by this action. I have never engaged in, supported, or condoned anything remotely related to such harmful and illegal content. My account has always been maintained in full alignment with Instagram’s Community Guidelines, and I have always made it a priority to create a safe and respectful space for my audience.

I strongly believe this may be the result of a serious mistake or misunderstanding, and I respectfully request an immediate, thorough re-review of my case and would love to get my account back. If I've unknowingly done something wrong, I would be grateful for the opportunity to understand and correct it.

Thank you for your time and attention, and I hope to hear from you soon with a positive resolution.",,us
Papajon480,Update,4,2025-08-17T08:09:19Z,393.1.0,False,0,Should add actual reactions to the gram.,,us
Kerryevaclean,Best APP,5,2025-08-17T08:05:53Z,393.1.0,False,0,Best app,,us
onorluxuryhair,I love instagram,5,2025-08-17T08:05:26Z,393.1.0,False,0,I’m really enjoying the app and it makes marketing so much easier i wish to get more visibility so i’d keep exploring.,,us
Lilap22222,My accounts,1,2025-08-17T07:54:53Z,393.1.0,False,0,They keep taking all my accounts for no reason I don’t post anything that ruin there community guidelines and they still take my account and suspend it even when I make a brand new one,,us
Peanuts for AB,IG suuuucckkkkssss!,1,2025-08-17T07:53:52Z,393.1.0,False,0,"Remember when IG actually used to show you what you wanted? My explore page is filled with garbage I don’t want to see and have made it very clear that I’m not interested in viewing it. It doesn’t change no matter what I do. IG RARELY suggests stuff I want to see. in fact, it shows me stuff I definitely don’t want to see.  It also tries to force you into following people you don’t want to. Please fix it.",,us
