userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean
Yazoo Batman,App and website clearly needs work,2,2025-08-16 22:36:12+00:00,526.0.0,False,0,"At times, it becomes an guessing game when running adds",,us,App and website clearly needs work,"At times, it becomes an guessing game when running adds",application and website clearly needs work,"at times, it becomes an guessing game when running adds","App and website clearly needs work At times, it becomes an guessing game when running adds","application and website clearly needs work at times, it becomes an guessing game when running adds",90,16,True,True,Yazoo Batman
Grandbady,Delete,1,2025-08-16 22:27:12+00:00,526.0.0,False,0,It needs a choice where u can delete ur account,,us,Delete,It needs a choice where u can delete ur account,delete,it needs a choice where u can delete ur account,Delete It needs a choice where u can delete ur account,delete it needs a choice where u can delete ur account,54,11,True,True,Grandbady
Pie31415929,Cant use links,1,2025-08-16 22:11:19+00:00,526.0.0,False,0,"You can’t use hyperlinks on this app. They’ve tried, believe me, but this simple, 2007 design is too complicated for them…",,us,Cant use links,"You can’t use hyperlinks on this app. They’ve tried, believe me, but this simple, 2007 design is too complicated for them. . .",cant use links,"you can t use hyperlinks on this application they ve tried, believe me, but this simple, 2007 design is too complicated for them. . .","Cant use links You can’t use hyperlinks on this app. They’ve tried, believe me, but this simple, 2007 design is too complicated for them. . .","cant use links you can t use hyperlinks on this application they ve tried, believe me, but this simple, 2007 design is too complicated for them. . .",141,26,True,True,Pie31415929
El calakitas,El calakitas,5,2025-08-16 22:00:05+00:00,526.0.0,False,0,Muy bien,,us,El calakitas,Muy bien,el calakitas,muy bien,El calakitas Muy bien,el calakitas muy bien,21,4,True,True,El calakitas
Fay Nation,Enjoy,4,2025-08-16 21:44:50+00:00,526.0.0,False,0,I really enjoy connecting and staying in touch with family and life associates. I also value it’s opportunities like working with Meta to make money.,,us,Enjoy,I really enjoy connecting and staying in touch with family and life associates. I also value it’s opportunities like working with Meta to make money.,enjoy,i really enjoy connecting and staying in touch with family and life associates. i also value it s opportunities like working with meta to make money.,Enjoy I really enjoy connecting and staying in touch with family and life associates. I also value it’s opportunities like working with Meta to make money.,enjoy i really enjoy connecting and staying in touch with family and life associates. i also value it s opportunities like working with meta to make money.,155,26,True,True,Fay Nation
Now hey,Love Facebook,5,2025-08-16 21:44:15+00:00,526.0.0,False,0,Nice app 🫰🏻💛,,us,Love Facebook,Nice app 🫰🏻💛,love facebook,nice application,Love Facebook Nice app 🫰🏻💛,love facebook nice application,26,5,True,True,Now hey
Joaquin4358,Thanks,5,2025-08-16 21:42:15+00:00,526.0.0,False,0,"Thanks for helping us be connected and updated with our family members, classmates and friends.",,us,Thanks,"Thanks for helping us be connected and updated with our family members, classmates and friends.",thanks,"thanks for helping us be connected and updated with our family members, classmates and friends.","Thanks Thanks for helping us be connected and updated with our family members, classmates and friends.","thanks thanks for helping us be connected and updated with our family members, classmates and friends.",102,16,True,True,Joaquin4358
We make lemonade,Decent,4,2025-08-16 21:40:25+00:00,526.0.0,False,0,"My algorithm is behaving for a change. As long as you keep the cat memes and the Bible quotes, it’s all good.",,us,Decent,"My algorithm is behaving for a change. As long as you keep the cat memes and the Bible quotes, it’s all good.",decent,"my algorithm is behaving for a change. as long as you keep the cat memes and the bible quotes, it s all good.","Decent My algorithm is behaving for a change. As long as you keep the cat memes and the Bible quotes, it’s all good.","decent my algorithm is behaving for a change. as long as you keep the cat memes and the bible quotes, it s all good.",116,23,True,True,We make lemonade
Lachelle❤️🌹,The Creator Of Facebook Is Sensitive!!,1,2025-08-16 21:38:40+00:00,526.0.0,False,0,This app is horrible should have been deleted along time ago.,,us,The Creator Of Facebook Is Sensitive! !,This app is horrible should have been deleted along time ago.,the creator of facebook is sensitive! !,this application is horrible should have been deleted along time ago.,The Creator Of Facebook Is Sensitive! ! This app is horrible should have been deleted along time ago.,the creator of facebook is sensitive! ! this application is horrible should have been deleted along time ago.,101,18,True,True,Lachelle❤️🌹
JK Gen Merch,JK Gen Merch,4,2025-08-16 20:54:06+00:00,526.0.0,False,0,Legit hindi manloloko,,us,JK Gen Merch,Legit hindi manloloko,jk gen merch,legit hindi manloloko,JK Gen Merch Legit hindi manloloko,jk gen merch legit hindi manloloko,34,6,True,True,JK Gen Merch
Forced to make a nickname.,They made it even worse,2,2025-08-16 20:41:22+00:00,526.0.0,False,0,The FB iPad app has always been kind of a mess with things not loading correctly and insanely bad sorting of posts. Now they moved the Like button to the bottom right for some stupid reason and made some other horrible design decisions.,,us,They made it even worse,The FB iPad app has always been kind of a mess with things not loading correctly and insanely bad sorting of posts. Now they moved the Like button to the bottom right for some stupid reason and made some other horrible design decisions.,they made it even worse,the fb ipad application has always been kind of a mess with things not loading correctly and insanely bad sorting of posts. now they moved the like button to the bottom right for some stupid reason and made some other horrible design decisions.,They made it even worse The FB iPad app has always been kind of a mess with things not loading correctly and insanely bad sorting of posts. Now they moved the Like button to the bottom right for some stupid reason and made some other horrible design decisions.,they made it even worse the fb ipad application has always been kind of a mess with things not loading correctly and insanely bad sorting of posts. now they moved the like button to the bottom right for some stupid reason and made some other horrible design decisions.,260,48,True,True,Forced to make a nickname.
kellybaby0724,So many fake ccp accounts,1,2025-08-16 20:22:09+00:00,526.0.0,False,0,"Facebook was once a great platform, but it has completely gone downhill. It has abandoned its principles and values, becoming nothing more than a CCP tool working against the free world. I once enjoyed it, but now it’s harmful and misleading. I refuse to promote a platform that fails to deliver real news.",,us,So many fake ccp accounts,"Facebook was once a great platform, but it has completely gone downhill. It has abandoned its principles and values, becoming nothing more than a CCP tool working against the free world. I once enjoyed it, but now it’s harmful and misleading. I refuse to promote a platform that fails to deliver real news.",so many fake ccp accounts,"facebook was once a great platform, but it has completely gone downhill. it has abandoned its principles and values, becoming nothing more than a ccp tool working against the free world. i once enjoyed it, but now it s harmful and misleading. i refuse to promote a platform that fails to deliver real news.","So many fake ccp accounts Facebook was once a great platform, but it has completely gone downhill. It has abandoned its principles and values, becoming nothing more than a CCP tool working against the free world. I once enjoyed it, but now it’s harmful and misleading. I refuse to promote a platform that fails to deliver real news.","so many fake ccp accounts facebook was once a great platform, but it has completely gone downhill. it has abandoned its principles and values, becoming nothing more than a ccp tool working against the free world. i once enjoyed it, but now it s harmful and misleading. i refuse to promote a platform that fails to deliver real news.",332,58,True,True,kellybaby0724
AungSu jade trading,Social platform,5,2025-08-16 20:19:19+00:00,526.0.0,False,0,greate job,,us,Social platform,greate job,social platform,greate job,Social platform greate job,social platform greate job,26,4,True,True,AungSu jade trading
alba4vr,Newest version doesn’t work,2,2025-08-16 20:04:22+00:00,526.0.0,False,0,Downloaded the latest version and now my app freezes - it won’t do anything.,,us,Newest version doesn’t work,Downloaded the latest version and now my app freezes - it won’t do anything.,newest version doesn t work,downloaded the latest version and now my application freezes - it won t do anything.,Newest version doesn’t work Downloaded the latest version and now my app freezes - it won’t do anything.,newest version doesn t work downloaded the latest version and now my application freezes - it won t do anything.,104,18,True,True,alba4vr
KittyBeary,Comment sections broken,1,2025-08-16 20:00:08+00:00,526.0.0,False,0,Can you please fix the comment sections? They aren’t working properly!,,us,Comment sections broken,Can you please fix the comment sections? They aren’t working properly!,comment sections broken,can you please repair the comment sections? they aren t working properly!,Comment sections broken Can you please fix the comment sections? They aren’t working properly!,comment sections broken can you please repair the comment sections? they aren t working properly!,94,14,True,True,KittyBeary
alospi,Excelente red,5,2025-08-16 19:54:00+00:00,526.0.0,False,0,Es una gra fuente de conocimiento en todos los campos del saber.,,us,Excelente red,Es una gra fuente de conocimiento en todos los campos del saber.,excelente red,es una gra fuente de conocimiento en todos los campos del saber.,Excelente red Es una gra fuente de conocimiento en todos los campos del saber.,excelente red es una gra fuente de conocimiento en todos los campos del saber.,78,14,True,True,alospi
Spooham,3 hr upload!!?,1,2025-08-16 19:52:21+00:00,526.0.0,False,0,I waited 3 hours for a post with videos to post and after 3 hrs i deleted the app.,,us,3 hr upload? ? ?,I waited 3 hours for a post with videos to post and after 3 hrs i deleted the app.,3 hr upload? ? ?,i waited 3 hours for a post with videos to post and after 3 hrs i deleted the application,3 hr upload? ? ? I waited 3 hours for a post with videos to post and after 3 hrs i deleted the app.,3 hr upload? ? ? i waited 3 hours for a post with videos to post and after 3 hrs i deleted the application,99,24,True,True,Spooham
retiredptown50,👎🏻,1,2025-08-16 18:59:04+00:00,526.0.0,False,0,FB on my iPad indicates new notifications but there isn’t any new notifications listed.  The FB app is updated also.🤷🏻,,us,👎🏻,FB on my iPad indicates new notifications but there isn’t any new notifications listed. The FB app is updated also. 🤷🏻,,fb on my ipad indicates new notifications but there isn t any new notifications listed. the fb application is updated also.,👎🏻 FB on my iPad indicates new notifications but there isn’t any new notifications listed. The FB app is updated also. 🤷🏻,fb on my ipad indicates new notifications but there isn t any new notifications listed. the fb application is updated also.,121,22,True,True,retiredptown50
CleanWaterBoys,Facebook,1,2025-08-16 18:43:24+00:00,526.0.0,False,0,Zero sugar. Would not recommend,,us,Facebook,Zero sugar. Would not recommend,facebook,zero sugar. would not recommend,Facebook Zero sugar. Would not recommend,facebook zero sugar. would not recommend,40,6,True,True,CleanWaterBoys
Ishak1172,Good,4,2025-08-16 18:40:56+00:00,526.0.0,False,0,Very good,,us,Good,Very good,good,very good,Good Very good,good very good,14,3,True,True,Ishak1172
Scoodeany,Just me and the world,4,2025-08-16 18:20:22+00:00,526.0.0,False,0,It’s seems that I’m always gone for the work that I do. So facebook is one way for me to keep up with my kids and grandkids   And I also like reading all of the useless information that comes out. Carry on smartly people. 😎,,us,Just me and the world,It’s seems that I’m always gone for the work that I do. So facebook is one way for me to keep up with my kids and grandkids And I also like reading all of the useless information that comes out. Carry on smartly people. 😎,just me and the world,it s seems that i m always gone for the work that i do. so facebook is one way for me to keep up with my kids and grandkids and i also like reading all of the useless information that comes out. carry on smartly people.,Just me and the world It’s seems that I’m always gone for the work that I do. So facebook is one way for me to keep up with my kids and grandkids And I also like reading all of the useless information that comes out. Carry on smartly people. 😎,just me and the world it s seems that i m always gone for the work that i do. so facebook is one way for me to keep up with my kids and grandkids and i also like reading all of the useless information that comes out. carry on smartly people.,243,50,True,True,Scoodeany
WJJW,Nope,1,2025-08-16 17:53:22+00:00,526.0.0,False,0,"Ever since Zuckerberg bowed to Trump, Facebook has become a platform for lies and conspiracy theories.",,us,Nope,"Ever since Zuckerberg bowed to Trump, Facebook has become a platform for lies and conspiracy theories.",nope,"ever since zuckerberg bowed to trump, facebook has become a platform for lies and conspiracy theories.","Nope Ever since Zuckerberg bowed to Trump, Facebook has become a platform for lies and conspiracy theories.","nope ever since zuckerberg bowed to trump, facebook has become a platform for lies and conspiracy theories.",107,17,True,True,WJJW
Totolgt,Everything,1,2025-08-16 17:39:44+00:00,526.0.0,False,0,You don’t listen to what we tell you like I don’t want to see certain things,,us,Everything,You don’t listen to what we tell you like I don’t want to see certain things,everything,you don t listen to what we tell you like i don t want to see certain things,Everything You don’t listen to what we tell you like I don’t want to see certain things,everything you don t listen to what we tell you like i don t want to see certain things,87,17,True,True,Totolgt
بنكيملمي,لا يوجد,3,2025-08-16 17:29:33+00:00,526.0.0,False,0,ظهور اعلانات غير اخلاقية وتعري واعضاء تناسلية,,us,لا يوجد,ظهور اعلانات غير اخلاقية وتعري واعضاء تناسلية,لا يوجد,ظهور اعلانات غير اخلاقية وتعري واعضاء تناسلية,لا يوجد ظهور اعلانات غير اخلاقية وتعري واعضاء تناسلية,لا يوجد ظهور اعلانات غير اخلاقية وتعري واعضاء تناسلية,53,9,True,True,بنكيملمي
Coco’s got the news,Facebook,5,2025-08-16 17:21:25+00:00,526.0.0,False,0,I love this app,,us,Facebook,I love this app,facebook,i love this application,Facebook I love this app,facebook i love this application,24,5,True,True,Coco’s got the news
The to gguub c to on.,78;(76,3,2025-08-16 17:20:48+00:00,526.0.0,False,0,The EU guy,,us,78; (76,The EU guy,78 76,the eu guy,78; (76 The EU guy,78 76 the eu guy,18,5,True,True,The to gguub c to on.
Fraudmsc,Pleading owner of Facebook never to remove friends suggestion on facebook,2,2025-08-16 16:51:40+00:00,526.0.0,False,0,Mark Zuckerberg please help us with the friend suggestion. Anytime anyone opens facebook friends suggestions come and the next minute it’s gone. Please kindly work on that we love your app that why we haven’t abandoned it yet,,us,Pleading owner of Facebook never to remove friends suggestion on facebook,Mark Zuckerberg please help us with the friend suggestion. Anytime anyone opens facebook friends suggestions come and the next minute it’s gone. Please kindly work on that we love your app that why we haven’t abandoned it yet,pleading owner of facebook never to remove friends suggestion on facebook,mark zuckerberg please help us with the friend suggestion. anytime anyone opens facebook friends suggestions come and the next minute it s gone. please kindly work on that we love your application that why we haven t abandoned it yet,Pleading owner of Facebook never to remove friends suggestion on facebook Mark Zuckerberg please help us with the friend suggestion. Anytime anyone opens facebook friends suggestions come and the next minute it’s gone. Please kindly work on that we love your app that why we haven’t abandoned it yet,pleading owner of facebook never to remove friends suggestion on facebook mark zuckerberg please help us with the friend suggestion. anytime anyone opens facebook friends suggestions come and the next minute it s gone. please kindly work on that we love your application that why we haven t abandoned it yet,299,49,True,True,Fraudmsc
Timeline2025,Timeline,1,2025-08-16 16:48:42+00:00,526.0.0,False,0,I keep seeing the same people’s post on my timeline,,us,Timeline,I keep seeing the same people’s post on my timeline,timeline,i keep seeing the same people s post on my timeline,Timeline I keep seeing the same people’s post on my timeline,timeline i keep seeing the same people s post on my timeline,60,11,True,True,Timeline2025
Gilbrass,Not Cool,1,2025-08-16 16:33:46+00:00,526.0.0,False,0,Tracking every step one makes is not cool.,,us,Not Cool,Tracking every step one makes is not cool.,not cool,tracking every step one makes is not cool.,Not Cool Tracking every step one makes is not cool.,not cool tracking every step one makes is not cool.,51,10,True,True,Gilbrass
Jonathan rye,Porn,1,2025-08-16 15:39:59+00:00,526.0.0,False,0,There is a lot of pornography ads while watching reels and you say this app is for 12+,,us,Porn,There is a lot of pornography ads while watching reels and you say this app is for 12+,porn,there is a lot of pornography ads while watching reels and you say this application is for 12,Porn There is a lot of pornography ads while watching reels and you say this app is for 12+,porn there is a lot of pornography ads while watching reels and you say this application is for 12,91,19,True,True,Jonathan rye
Buck09584,Ads,1,2025-08-16 15:01:36+00:00,526.0.0,False,0,Too many irrelevant and silly ads,,us,Ads,Too many irrelevant and silly ads,ads,too many irrelevant and silly ads,Ads Too many irrelevant and silly ads,ads too many irrelevant and silly ads,37,7,True,True,Buck09584
Garface239,It’s a cesspool of thought.,1,2025-08-16 14:58:16+00:00,526.0.0,False,0,All the worst things about humanity lay with in. It’s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. It should be studied in the future to see how it motivated the decline of society and morality. May the founders and investors be held accountable and made examples of. For the sake of man destroy this platform.  There is too much open hate on the site.,,us,It’s a cesspool of thought.,All the worst things about humanity lay with in. It’s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. It should be studied in the future to see how it motivated the decline of society and morality. May the founders and investors be held accountable and made examples of. For the sake of man destroy this platform. There is too much open hate on the site.,it s a cesspool of thought.,all the worst things about humanity lay with in. it s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. it should be studied in the future to see how it motivated the decline of society and morality. may the founders and investors be held accountable and made examples of. for the sake of man destroy this platform. there is too much open hate on the site.,It’s a cesspool of thought. All the worst things about humanity lay with in. It’s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. It should be studied in the future to see how it motivated the decline of society and morality. May the founders and investors be held accountable and made examples of. For the sake of man destroy this platform. There is too much open hate on the site.,it s a cesspool of thought. all the worst things about humanity lay with in. it s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. it should be studied in the future to see how it motivated the decline of society and morality. may the founders and investors be held accountable and made examples of. for the sake of man destroy this platform. there is too much open hate on the site.,431,81,True,True,Garface239
Antanon82,Inappropriate content never reported,1,2025-08-16 14:46:06+00:00,526.0.0,False,0,Inappropriate contents are tolerated. Unsafe social platform. Obnoxious moderators.,,us,Inappropriate content never reported,Inappropriate contents are tolerated. Unsafe social platform. Obnoxious moderators.,inappropriate content never reported,inappropriate contents are tolerated. unsafe social platform. obnoxious moderators.,Inappropriate content never reported Inappropriate contents are tolerated. Unsafe social platform. Obnoxious moderators.,inappropriate content never reported inappropriate contents are tolerated. unsafe social platform. obnoxious moderators.,120,13,True,True,Antanon82
Zyg877,Recent update,1,2025-08-16 14:45:47+00:00,526.0.0,False,0,Whatever you just did has screwed up the notification badges. On my iPad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. I noticed this yesterday.,,us,Recent update,Whatever you just did has screwed up the notification badges. On my iPad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. I noticed this yesterday.,recent software update,whatever you just did has screwed up the notification badges. on my ipad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. i noticed this yesterday.,Recent update Whatever you just did has screwed up the notification badges. On my iPad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. I noticed this yesterday.,recent software update whatever you just did has screwed up the notification badges. on my ipad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. i noticed this yesterday.,223,40,True,True,Zyg877
Keeping it one hundred,What’s going on??,1,2025-08-16 14:43:48+00:00,526.0.0,False,0,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.",,us,What’s going on? ?,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.",what s going on? ?,"i set up a facebook acct linked to my phone , and apparently someone else pierre has my acct also.","What’s going on? ? I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.","what s going on? ? i set up a facebook acct linked to my phone , and apparently someone else pierre has my acct also.",121,24,True,True,Keeping it one hundred
Sarapinkdog,Unwanted Sexual Reels,1,2025-08-16 14:41:02+00:00,526.0.0,False,0,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.",,us,Unwanted Sexual Reels,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.",unwanted sexual reels,"suggested reels are coming up on my feed of women in sexual situations or not wearing a bra underwear in suggestive situations. i don t watch reels to begin with or anything related to those types of videos for them to come up. i have friends who have posted that they are also getting those videos suggested. hiding and reporting sexual content only work s temporarily and then they get pushed again. hiding the video doesn t actually hide the video, it dims it but it s still clearly visible. facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there s going to be issues.","Unwanted Sexual Reels Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.","unwanted sexual reels suggested reels are coming up on my feed of women in sexual situations or not wearing a bra underwear in suggestive situations. i don t watch reels to begin with or anything related to those types of videos for them to come up. i have friends who have posted that they are also getting those videos suggested. hiding and reporting sexual content only work s temporarily and then they get pushed again. hiding the video doesn t actually hide the video, it dims it but it s still clearly visible. facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there s going to be issues.",641,110,True,True,Sarapinkdog
I’m I’m just saying use,Ty,4,2025-08-16 14:31:47+00:00,526.0.0,False,0,Lu  was oh ioI’m cooo z,,us,Ty,Lu was oh ioI’m cooo z,ty,lu was oh ioi m cooo z,Ty Lu was oh ioI’m cooo z,ty lu was oh ioi m cooo z,25,7,True,True,I’m I’m just saying use
3RAH3,Meta,3,2025-08-16 14:31:07+00:00,526.0.0,False,0,Social Logistical censorship propaganda At its finest,,us,Meta,Social Logistical censorship propaganda At its finest,meta,social logistical censorship propaganda at its finest,Meta Social Logistical censorship propaganda At its finest,meta social logistical censorship propaganda at its finest,58,8,True,True,3RAH3
Mimi Stu,AI,5,2025-08-16 14:30:27+00:00,526.0.0,False,0,"I love having Facebook because I can keep up with my friends and family!❤️
I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did
Thank you again for all you do And may you have a very blessed and prosper!!!😘",,us,AI,I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘,ai,i love having facebook because i can keep up with my friends and family! i used to have ai on it for replies and it helped me to give a more detailed response but it doesn t pop up anymore and i wish it did thank you again for all you do and may you have a very blessed and prosper! ! !,AI I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘,ai i love having facebook because i can keep up with my friends and family! i used to have ai on it for replies and it helped me to give a more detailed response but it doesn t pop up anymore and i wish it did thank you again for all you do and may you have a very blessed and prosper! ! !,294,65,True,True,Mimi Stu
kougarkar,Fb,1,2025-08-16 14:29:00+00:00,526.0.0,False,0,Quit changing stuff!!  I hate the new updates!! Get rid of Facebook jail stupidest thing ever!!,,us,Fb,Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !,fb,quit changing stuff! ! i hate the new updates! ! get rid of facebook jail stupidest thing ever! !,Fb Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !,fb quit changing stuff! ! i hate the new updates! ! get rid of facebook jail stupidest thing ever! !,100,20,True,True,kougarkar
